Formula,Smiles,EA (eV),IE (eV),Charge,Svg,Task Id,MW,Oxidation Hydrogen,Reduction Hydrogen,Oxidation Lithium,Reduction Lithium,Oxidation Magnesium,Reduction Magnesium,Point Group
H24 C16 O6,COCCOC1(CCc2cc(c(cc2C1)O)O)OCCOC,-0.388,4.249,0,Multiple Molecules - Open Babel Depiction                                                       O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-117715,156.179,1.209,-3.428,4.249,-0.388,3.579,-1.058,C1
H14 C12 O3,CC(=O)c1c2CCCCc2cc(c1O)O,1.016,4.249,0,Multiple Molecules - Open Babel Depiction                                       O O O H H H H H H H H H H H H H H,mol-116436,206.238,1.209,-2.024,4.249,1.016,3.579,0.346,C1
H10 C15 O7,O=c1c2c(oc(c1O)c1cc(O)c(cc1)O)cc(cc2O)O,1.226,4.252,0,Multiple Molecules - Open Babel Depiction                                               O O O O O O O H H H H H H H H H H,mol-21339,302.236,1.212,-1.814,4.252,1.226,3.582,0.556,Cs
H12 C8 O1,CCC1=COC=C[C@H]1C,-0.816,4.253,0,H12 C8 O1 - Open Babel Depiction                           H H H H H H H H H H H H O   H12 C8 O1,mol-6561,124.18,1.213,-3.856,4.253,-0.816,3.583,-1.486,C1
H16 C14 O2,C#Cc1c2CCCCc2c(CC)c(c1O)O,0.347,4.256,0,Multiple Molecules - Open Babel Depiction                                           O O H H H H H H H H H H H H H H H H,mol-116565,108.138,1.216,-2.693,4.256,0.347,3.586,-0.323,C1
H10 C13 O1,C#CC1=C(CC=CO1)c1ccccc1,0.773,4.256,0,H10 C13 O1 - Open Babel Depiction                                    H H H H H H H H H H O   H10 C13 O1,mol-7876,182.218,1.216,-2.267,4.256,0.773,3.586,0.103,C1
H12 C14 O2,C#CC1(C#C)CCc2cc(c(cc2C1)O)O,-0.482,4.257,0,Multiple Molecules - Open Babel Depiction                                         O O H H H H H H H H H H H H,mol-116717,106.122,1.217,-3.522,4.257,-0.482,3.587,-1.152,C1
H14 C13 O2,C#Cc1c2CCCCc2c(C)c(c1O)O,,4.257,0,Multiple Molecules - Open Babel Depiction                                        O O H H H H H H H H H H H H H H,mol-116486,202.249,1.217,,4.257,,3.587,,C1
H8 C6 O1,CC1=CCC=C1O,-0.673,4.263,0,H8 C6 O1 - Open Babel Depiction                     O H H H H H H H H   H8 C6 O1,mol-26610,96.127,1.223,-3.713,4.263,-0.673,3.593,-1.343,Cs
H16 C14 O2,C=CC1(C=C)CCCc2cc(c(cc12)O)O,-0.334,4.264,0,Multiple Molecules - Open Babel Depiction                                           O O H H H H H H H H H H H H H H H H,mol-117242,108.138,1.224,-3.374,4.264,-0.334,3.594,-1.004,C1
H26 C16 O2,CC(C)(C)c1ccc(c(c1OC)OC)C(C)(C)C,-0.744,4.265,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-177094,125.188,1.225,-3.784,4.265,-0.744,3.595,-1.414,C1
H16 C14 O4,CC(=O)C1(CCc2cc(c(cc2C1)O)O)C(=O)C,0.79,4.265,0,Multiple Molecules - Open Babel Depiction                                             O O O O H H H H H H H H H H H H H H H H,mol-116867,124.137,1.225,-2.25,4.265,0.79,3.595,0.12,C1
H20 C22 O2,c1ccc(cc1)C1(CCCc2cc(c(cc12)O)O)c1ccccc1,-0.327,4.267,0,Multiple Molecules - Open Babel Depiction                                                             O O H H H H H H H H H H H H H H H H H H H H,mol-119331,158.197,1.227,-3.367,4.267,-0.327,3.597,-0.997,C1
H14 C9 O1,CC[C@@H]1C=COC(=C1)CC,-0.799,4.267,0,H14 C9 O1 - Open Babel Depiction                                   H H H H H H H H H H H H H H O   H14 C9 O1,mol-8087,138.207,1.227,-3.839,4.267,-0.799,3.597,-1.469,C1
H4 C8 O2,C#CC1=C(C#C)OC=CO1,0.949,4.269,0,H4 C8 O2 - Open Babel Depiction                        O O H H H H   H4 C8 O2,mol-39395,132.116,1.229,-2.091,4.269,0.949,3.599,0.279,Cs
H8 C9 O1,C=CC1=C(C#C)OC=CC1,0.815,4.269,0,H8 C9 O1 - Open Babel Depiction                           O H H H H H H H H   H8 C9 O1,mol-8278,132.159,1.229,-2.225,4.269,0.815,3.599,0.145,Cs
H10 C9 O1,C#CC1=C(CC)OC=CC1,0.22,4.27,0,H10 C9 O1 - Open Babel Depiction                            H H H H H H H H H H O   H10 C9 O1,mol-8010,134.175,1.23,-2.82,4.27,0.22,3.6,-0.45,C1
H30 C18 O1,C(C)(C)(C)c1c(O)c(C(C)(C)C)cc(c1)C(C)(C)C,-0.822,4.271,0,Multiple Molecules - Open Babel Depiction                                                         O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-37020,262.43,1.231,-3.862,4.271,-0.822,3.601,-1.492,Cs
H10 C12 O4,Oc1c(cc(cc1)O)c1c(O)ccc(c1)O,0.248,4.272,0,Multiple Molecules - Open Babel Depiction                                      O O O O H H H H H H H H H H,mol-20930,109.103,1.232,-2.792,4.272,0.248,3.602,-0.422,C2
H18 C14 O3,CCc1c2CCCCc2c(C(=O)C)c(c1O)O,0.578,4.273,0,Multiple Molecules - Open Babel Depiction                                             O O O H H H H H H H H H H H H H H H H H H,mol-116620,234.291,1.233,-2.462,4.273,0.578,3.603,-0.092,C1
H34 C20 O4,CC(C)(C)c1cc(c(c(c1)OCCOC)OCCOC)C(C)(C)C,-0.84,4.274,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85028,169.241,1.234,-3.88,4.274,-0.84,3.604,-1.51,C1
H14 C12 O1,O(C1=CCC=CC1)C1=CCC=CC1,-0.879,4.276,0,Multiple Molecules - Open Babel Depiction                                     O H H H H H H H H H H H H H H,mol-29327,174.239,1.236,-3.919,4.276,-0.879,3.606,-1.549,C1
H26 C16 O2,CC(C)(C)c1ccc(c(c1OC)C(C)(C)C)OC,-0.842,4.276,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-118908,125.188,1.236,-3.882,4.276,-0.842,3.606,-1.512,C1
H10 C7 O1,CCC1=CCC=C1O,-0.679,4.279,0,H10 C7 O1 - Open Babel Depiction                        H H H H H H H H H H O   H10 C7 O1,mol-26674,110.154,1.239,-3.719,4.279,-0.679,3.609,-1.349,C1
H8 C9 O1,C#CC1=C(C=C)OC=CC1,0.797,4.281,0,H8 C9 O1 - Open Babel Depiction                           O H H H H H H H H   H8 C9 O1,mol-8245,132.159,1.241,-2.243,4.281,0.797,3.611,0.127,Cs
H12 C8 O1,CC[C@@H]1C=COC(=C1)C,-0.764,4.282,0,H12 C8 O1 - Open Babel Depiction                                H H H H H H H H H H H H O   H12 C8 O1,mol-5822,124.18,1.242,-3.804,4.282,-0.764,3.612,-1.434,C1
H24 C20 O6,c12c(cccc1)OCCOCCOc1c(OCCOCCO2)cccc1,-0.843,4.283,0,Multiple Molecules - Open Babel Depiction                                                               O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-34232,180.2,1.243,-3.883,4.283,-0.843,3.613,-1.513,C1
H32 C19 O4,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCOC)OCCOC,-0.124,4.283,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84580,324.455,1.243,-3.164,4.283,-0.124,3.613,-0.794,C1
H16 C13 O4,CCc1c2CCCCc2c(c(c1O)O)C(=O)O,0.659,4.284,0,Multiple Molecules - Open Babel Depiction                                           O O O O H H H H H H H H H H H H H H H H,mol-116808,236.264,1.244,-2.381,4.284,0.659,3.614,-0.011,C1
H36 C21 O4,CC(C)(C)c1ccc(c(c1C(C)(C)C)OC)OCCOCCCOC,,4.284,0,Multiple Molecules - Open Babel Depiction                                                                     O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-186893,352.508,1.244,,4.284,,3.614,,C1
H10 C8 O2,O(C)c1c(OC)cccc1,-0.691,4.285,0,Multiple Molecules - Open Babel Depiction                            O O H H H H H H H H H H,mol-20047,69.082,1.245,-3.731,4.285,-0.691,3.615,-1.361,C1
H42 C24 O6,CC(C)(C)c1ccc(c(c1OCOCCOC)C(C)(C)C)OCCOCCCOC,-0.345,4.285,0,Multiple Molecules - Open Babel Depiction                                                                                O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84648,71.098,1.245,-3.385,4.285,-0.345,3.615,-1.015,C1
H4 C8 O2,C#CC1=COC(=CO1)C#C,0.46,4.286,0,H4 C8 O2 - Open Babel Depiction                        O O H H H H   H4 C8 O2,mol-39373,132.116,1.246,-2.58,4.286,0.46,3.616,-0.21,C2h
H18 C18 O3,CC(=O)c1c2CCCCc2c(c2ccccc2)c(c1O)O,1.049,4.287,0,Multiple Molecules - Open Babel Depiction                                                     O O O H H H H H H H H H H H H H H H H H H,mol-118953,94.111,1.247,-1.991,4.287,1.049,3.617,0.379,C1
H8 C9 O1,C=C1c2c(OC1)cccc2,0.405,4.288,0,Multiple Molecules - Open Babel Depiction                            O H H H H H H H H,mol-30632,132.159,1.248,-2.635,4.288,0.405,3.618,-0.265,Cs
H12 C9 O3,c1(c(cccc1CO)OC)OC,-0.286,4.288,0,Multiple Molecules - Open Babel Depiction                                O O O H H H H H H H H H H H H,mol-41310,56.063,1.248,-3.326,4.288,-0.286,3.618,-0.956,C1
H8 C8 O1,C#CC1=C(C)OC=CC1,0.221,4.289,0,H8 C8 O1 - Open Babel Depiction                         O H H H H H H H H   H8 C8 O1,mol-7624,120.149,1.249,-2.819,4.289,0.221,3.619,-0.449,Cs
H10 C15 O1,c12c(c3c(cc1cccc2)cccc3)C=O,1.706,4.292,0,Multiple Molecules - Open Babel Depiction                                         O H H H H H H H H H H,mol-40448,206.239,1.252,-1.334,4.292,1.706,3.622,1.036,C1
H34 C20 O4,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCCOC)OCCOC,-0.153,4.292,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84587,169.241,1.252,-3.193,4.292,-0.153,3.622,-0.823,C1
H4 C8 O2,C#CC1=COC=C(C#C)O1,0.518,4.292,0,H4 C8 O2 - Open Babel Depiction                        O O H H H H   H4 C8 O2,mol-39397,132.116,1.252,-2.522,4.292,0.518,3.622,-0.152,Cs
H30 C18 O3,CC(C)(C)c1cc(c(c(c1)OC)OCCOC)C(C)(C)C,-0.709,4.294,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85105,98.143,1.254,-3.749,4.294,-0.709,3.624,-1.379,C1
H36 C21 O5,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCOCCOC)OCCOC,,4.295,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84599,368.508,1.255,,4.295,,3.625,,C1
H12 C9 O3,c1(c(cccc1OC)OC)OC,-0.704,4.295,0,Multiple Molecules - Open Babel Depiction                                O O O H H H H H H H H H H H H,mol-57917,56.063,1.255,-3.744,4.295,-0.704,3.625,-1.374,C1
H10 C11 O1,c1ccc(cc1)C1=CC=C[C@H]1O,,4.295,0,H10 C11 O1 - Open Babel Depiction                                O H H H H H H H H H H   H10 C11 O1,mol-26102,158.197,1.255,,4.295,,3.625,,C1
H12 C8 O1,CCC1=CC=C[C@@H]1OC,0.289,4.296,0,Multiple Molecules - Open Babel Depiction                                 O H H H H H H H H H H H H,mol-109432,124.18,1.256,-2.751,4.296,0.289,3.626,-0.381,C1
H10 C13 O1,C#CC1=CCC=C(c2ccccc2)O1,0.318,4.296,0,H10 C13 O1 - Open Babel Depiction                                    H H H H H H H H H H O   H10 C13 O1,mol-7739,182.218,1.256,-2.722,4.296,0.318,3.626,-0.352,C1
H40 C23 O5,CC(C)(C)c1ccc(c(c1OCCOC)C(C)(C)C)OCCOCCCOC,-0.545,4.297,0,Multiple Molecules - Open Babel Depiction                                                                            O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84636,396.561,1.257,-3.585,4.297,-0.545,3.627,-1.215,C1
H12 C20 O5,c1(c2c(C(=O)O)cccc2)c2c(oc3c1ccc(=O)c3)cc(cc2)O,1.719,4.298,0,Multiple Molecules - Open Babel Depiction                                                        O O O O O H H H H H H H H H H H H,mol-58910,332.306,1.258,-1.321,4.298,1.719,3.628,1.049,C1
H12 C9 O1,CC[C@@H]1C=COC(=C1)C=C,0.118,4.303,0,H12 C9 O1 - Open Babel Depiction                                  H H H H H H H H H H H H O   H12 C9 O1,mol-8081,136.191,1.263,-2.922,4.303,0.118,3.633,-0.552,C1
H10 C11 O1,c1ccc(cc1)C1=CCC=C1O,,4.304,0,H10 C11 O1 - Open Babel Depiction                                O H H H H H H H H H H   H10 C11 O1,mol-26011,158.197,1.264,,4.304,,3.634,,C1
H8 C9 O1,C#CC1=COC=C(C=C)C1,0.313,4.304,0,H8 C9 O1 - Open Babel Depiction                           O H H H H H H H H   H8 C9 O1,mol-8250,132.159,1.264,-2.727,4.304,0.313,3.634,-0.357,Cs
H6 C7 O1,C#C[C@@H]1C=CC=C1O,-0.225,4.305,0,H6 C7 O1 - Open Babel Depiction                           O H H H H H H   H6 C7 O1,mol-25784,106.122,1.265,-3.265,4.305,-0.225,3.635,-0.895,C1
H8 C6 O1,c1(oc(cc1)C)C,-1.076,4.306,0,Multiple Molecules - Open Babel Depiction                      O H H H H H H H H,mol-50232,96.127,1.266,-4.116,4.306,-1.076,3.636,-1.746,C2v
H8 C7 O2,Oc1c(O)ccc(c1)C,-0.412,4.306,0,Multiple Molecules - Open Babel Depiction                         O O H H H H H H H H,mol-27268,124.137,1.266,-3.452,4.306,-0.412,3.636,-1.082,Cs
H10 C8 O1,C=CC1=CCC=C1OC,,4.308,0,H10 C8 O1 - Open Babel Depiction                          H H H H H H H H H H O   H10 C8 O1,mol-26995,122.164,1.268,-284.52,4.308,-281.48,3.638,-282.15,Cs
H30 C18 O3,CC(C)(C)c1ccc(c(c1C(C)(C)C)OC)OCCOC,-0.191,4.308,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84545,98.143,1.268,-3.231,4.308,-0.191,3.638,-0.861,C1
H30 C18 O3,CC(C)(C)c1ccc(c(c1OCCOC)C(C)(C)C)OC,-0.609,4.309,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84770,98.143,1.269,-3.649,4.309,-0.609,3.639,-1.279,C1
H10 C9 O1,C#CC1=COC=C(CC)C1,0.251,4.31,0,H10 C9 O1 - Open Babel Depiction                            H H H H H H H H H H O   H10 C9 O1,mol-8007,134.175,1.27,-2.789,4.31,0.251,3.64,-0.419,C1
H12 C12 O2,C#Cc1c2CCCCc2cc(c1O)O,0.275,4.31,0,Multiple Molecules - Open Babel Depiction                                     O O H H H H H H H H H H H H,mol-116434,94.111,1.27,-2.765,4.31,0.275,3.64,-0.395,C1
H12 C9 O1,Oc1c(C)cc(cc1C)C,-0.526,4.312,0,Multiple Molecules - Open Babel Depiction                              O H H H H H H H H H H H H,mol-24533,136.191,1.272,-3.566,4.312,-0.526,3.642,-1.196,Cs
H8 C8 O1,C#CC1=COC=C(C)C1,0.264,4.314,0,H8 C8 O1 - Open Babel Depiction                         O H H H H H H H H   H8 C8 O1,mol-7652,120.149,1.274,-2.776,4.314,0.264,3.644,-0.406,Cs
H12 C12 O1,CO[C@@H]1C=CC=C1c1ccccc1,,4.317,0,H12 C12 O1 - Open Babel Depiction                                        O H H H H H H H H H H H H   H12 C12 O1,mol-25989,172.223,1.277,-398.568,4.317,-395.528,3.647,-396.198,C1
H34 C20 O4,CC(C)(C)c1cc(c(c(c1)OCCOC)C(C)(C)C)OCCOC,-0.908,4.318,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85239,169.241,1.278,-3.948,4.318,-0.908,3.648,-1.578,C1
H10 C8 O3,c1(c(cccc1OC)OC)O,-0.962,4.321,0,Multiple Molecules - Open Babel Depiction                             O O O H H H H H H H H H H,mol-55443,154.163,1.281,-4.002,4.321,-0.962,3.651,-1.632,C1
H18 C21 O1,Cc1cc(C2c3c(c4c2cccc4)cccc3)cc(c1O)C,,4.321,0,Multiple Molecules - Open Babel Depiction                                                         O H H H H H H H H H H H H H H H H H H,mol-35706,286.367,1.281,,4.321,,3.651,,Cs
H32 C19 O4,CC(C)(C)c1ccc(c(c1OCCOC)OCOC)C(C)(C)C,-0.712,4.321,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84856,324.455,1.281,-3.752,4.321,-0.712,3.651,-1.382,C1
H14 C17 O1,c12c(ccc(c1)OCc1ccccc1)cccc2,0.195,4.324,0,Multiple Molecules - Open Babel Depiction                                               O H H H H H H H H H H H H H H,mol-41796,234.292,1.284,-2.845,4.324,0.195,3.654,-0.475,Cs
H14 C10 O1,c1(c(c(cc(c1)C)C)OC)C,-0.842,4.324,0,Multiple Molecules - Open Babel Depiction                                 O H H H H H H H H H H H H H H,mol-44116,150.218,1.284,-3.882,4.324,-0.842,3.654,-1.512,Cs
H32 C19 O4,CC(C)(C)c1cc(c(c(c1)OCOC)C(C)(C)C)OCCOC,-0.83,4.324,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85226,324.455,1.284,-3.87,4.324,-0.83,3.654,-1.5,C1
H14 C12 O4,Cc1c2CCCCc2c(c(c1O)O)C(=O)O,0.414,4.324,0,Multiple Molecules - Open Babel Depiction                                        O O O O H H H H H H H H H H H H H H,mol-116655,111.119,1.284,-2.626,4.324,0.414,3.654,-0.256,C1
H8 C7 O4,COC1=CCC=C(C(=O)O)O1,0.835,4.325,0,H8 C7 O4 - Open Babel Depiction                          O H H H H H H H H O O O   H8 C7 O4,mol-13323,156.136,1.285,-2.205,4.325,0.835,3.655,0.165,C1
H12 C12 O3,C#Cc1c2CCCCc2c(c(c1O)O)O,0.254,4.326,0,Multiple Molecules - Open Babel Depiction                                      O O O H H H H H H H H H H H H,mol-116689,68.074,1.286,-2.786,4.326,0.254,3.656,-0.416,C1
H28 C17 O3,CC(C)(C)c1ccc(c(c1OCOC)C(C)(C)C)OC,-0.756,4.327,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-110110,280.402,1.287,-3.796,4.327,-0.756,3.657,-1.426,C1
H12 C10 O4,C1Cc2cc(c(cc2C(C1)(O)O)O)O,-0.345,4.328,0,Multiple Molecules - Open Babel Depiction                                   O O O O H H H H H H H H H H H H,mol-116356,98.1,1.288,-3.385,4.328,-0.345,3.658,-1.015,C1
H16 C14 O3,C=Cc1c2CCCCc2c(C(=O)C)c(c1O)O,0.884,4.328,0,Multiple Molecules - Open Babel Depiction                                            O O O H H H H H H H H H H H H H H H H,mol-116583,232.275,1.288,-2.156,4.328,0.884,3.658,0.214,C1
H6 C7 O2,C#CC1=CCC=C(O)O1,0.422,4.328,0,H6 C7 O2 - Open Babel Depiction                       O O H H H H H H   H6 C7 O2,mol-12645,122.121,1.288,-2.618,4.328,0.422,3.658,-0.248,Cs
H14 C13 O1,[C@H](Cc1ccccc1)(O)C1=CC=CC1,0.002,4.332,0,Multiple Molecules - Open Babel Depiction                                       O H H H H H H H H H H H H H H,mol-37473,186.25,1.292,-3.038,4.332,0.002,3.662,-0.668,C1
H10 C9 O1,C#CC1=COC(=CC1)CC,0.26,4.332,0,H10 C9 O1 - Open Babel Depiction                            H H H H H H H H H H O   H10 C9 O1,mol-7999,134.175,1.292,-2.78,4.332,0.26,3.662,-0.41,C1
H42 C24 O6,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCOCCOC)OCCOCCCOC,,4.333,0,Multiple Molecules - Open Babel Depiction                                                                                O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-183753,71.098,1.293,,4.333,,3.663,,C1
H40 C23 O5,CC(C)(C)c1ccc(c(c1OCCOC)OCCOCCCOC)C(C)(C)C,-0.746,4.333,0,Multiple Molecules - Open Babel Depiction                                                                            O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84881,396.561,1.293,-3.786,4.333,-0.746,3.663,-1.416,C1
H8 C8 O1,C#CC1=C(C)CC=CO1,0.328,4.334,0,H8 C8 O1 - Open Babel Depiction                         O H H H H H H H H   H8 C8 O1,mol-7660,120.149,1.294,-2.712,4.334,0.328,3.664,-0.342,Cs
H14 C14 O2,C#Cc1c2CCCCc2c(C=C)c(c1O)O,0.682,4.334,0,Multiple Molecules - Open Babel Depiction                                          O O H H H H H H H H H H H H H H,mol-116506,107.13,1.294,-2.358,4.334,0.682,3.664,0.012,C1
H26 C16 O2,CC(C)(C)c1cc(c(c(c1)OC)C(C)(C)C)OC,-0.798,4.336,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-118889,125.188,1.296,-3.838,4.336,-0.798,3.666,-1.468,Cs
H16 C18 O2,C#Cc1c2CCCCc2c(c2ccccc2)c(c1O)O,0.451,4.337,0,Multiple Molecules - Open Babel Depiction                                                   O O H H H H H H H H H H H H H H H H,mol-117254,132.159,1.297,-2.589,4.337,0.451,3.667,-0.219,C1
H12 C13 O1,C=C[C@@H]1C=COC(=C1)c1ccccc1,0.348,4.337,0,H12 C13 O1 - Open Babel Depiction                                     O H H H H H H H H H H H H   H12 C13 O1,mol-8097,184.234,1.297,-2.692,4.337,0.348,3.667,-0.322,C1
H16 C21 O1,CC1=C[C](C2=C3C(=CC=C[CH]3)C3=C[CH]C=C[C]23)C=C(C1=O)C,2.332,4.339,0,Multiple Molecules - Open Babel Depiction                                                             . O  .  .  . H H H H H H H H H H H H H H H H,mol-35741,284.351,1.299,-0.708,4.339,2.332,3.669,1.662,C2
H16 C12 O4,COC1(CCCc2cc(c(cc12)O)O)OC,-0.459,4.34,0,Multiple Molecules - Open Babel Depiction                                         O O O O H H H H H H H H H H H H H H H H,mol-116801,56.063,1.3,-3.499,4.34,-0.459,3.67,-1.129,C1
H10 C5 O1,O(/C=C/C)CC,-1.062,4.341,0,Multiple Molecules - Open Babel Depiction                     O H H H H H H H H H H,mol-50098,86.132,1.301,-4.102,4.341,-1.062,3.671,-1.732,C1
H38 C22 O5,CC(C)(C)c1ccc(c(c1OCOC)C(C)(C)C)OCCOCCCOC,-0.562,4.343,0,Multiple Molecules - Open Babel Depiction                                                                         O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84801,382.534,1.303,-3.602,4.343,-0.562,3.673,-1.232,C1
H38 C22 O5,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCOC)OCCOCCCOC,,4.343,0,Multiple Molecules - Open Babel Depiction                                                                         O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84606,382.534,1.303,,4.343,,3.673,,C1
H32 C19 O4,CC(C)(C)c1ccc(c(c1OCOC)C(C)(C)C)OCCOC,-0.635,4.345,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84764,324.455,1.305,-3.675,4.345,-0.635,3.675,-1.305,C1
H8 C8 O1,C#CC1=COC(=CC1)C,,4.346,0,H8 C8 O1 - Open Babel Depiction                         O H H H H H H H H   H8 C8 O1,mol-7633,120.149,1.306,,4.346,,3.676,,Cs
H4 C5 O5,C1=C(C(=O)O)OC=C(O)O1,0.892,4.346,0,H4 C5 O5 - Open Babel Depiction                     O O O O O H H H H   H4 C5 O5,mol-39157,144.082,1.306,-2.148,4.346,0.892,3.676,0.222,Cs
H10 C9 O2,C(C=C)c1cc(O)c(cc1)O,-0.397,4.347,0,Multiple Molecules - Open Babel Depiction                              O O H H H H H H H H H H,mol-23612,150.174,1.307,-3.437,4.347,-0.397,3.677,-1.067,C1
H10 C9 O1,CCC1=COC(=CC1)C#C,0.369,4.348,0,H10 C9 O1 - Open Babel Depiction                            H H H H H H H H H H O   H10 C9 O1,mol-8005,134.175,1.308,-2.671,4.348,0.369,3.678,-0.301,C1
H40 C23 O5,CC(C)(C)c1cc(c(c(c1)OCCOCCCOC)C(C)(C)C)OCCOC,-0.876,4.348,0,Multiple Molecules - Open Babel Depiction                                                                            O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-186927,396.561,1.308,-3.916,4.348,-0.876,3.678,-1.546,C1
H36 C21 O5,CC(C)(C)c1ccc(c(c1OCOCCOC)C(C)(C)C)OCCOC,-0.425,4.348,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84772,368.508,1.308,-3.465,4.348,-0.425,3.678,-1.095,C1
H32 C19 O4,CC(C)(C)c1ccc(c(c1OCOCCOC)C(C)(C)C)OC,-0.458,4.349,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84781,324.455,1.309,-3.498,4.349,-0.458,3.679,-1.128,C1
H10 C17 O1,C(=O)c1c2c3c4c(cc2)cccc4ccc3cc1,1.533,4.349,0,Multiple Molecules - Open Babel Depiction                                             O H H H H H H H H H H,mol-33673,230.261,1.309,-1.507,4.349,1.533,3.679,0.863,Cs
H4 C5 O5,C1=C(C(=O)O)OC(=CO1)O,0.866,4.35,0,H4 C5 O5 - Open Babel Depiction                     O O O O O H H H H   H4 C5 O5,mol-39154,144.082,1.31,-2.174,4.35,0.866,3.68,0.196,Cs
H24 C21 O4,C(C)(C)(c1ccc(cc1)OC[C@@H]1CO1)c1ccc(cc1)OC[C@@H]1CO1,-0.479,4.351,0,Multiple Molecules - Open Babel Depiction                                                                    O O O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-34198,340.413,1.311,-3.519,4.351,-0.479,3.681,-1.149,C1
H26 C19 O2,C[C@]12[C@H]([C@@H]3[C@@H](CC1)c1c(CC3)cc(cc1)OC)CC[C@@H]2O,-0.646,4.353,0,Multiple Molecules - Open Babel Depiction                                                                                 O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-26697,286.409,1.313,-3.686,4.353,-0.646,3.683,-1.316,C1
H6 C7 O2,c12c(OCO1)cccc2,-0.362,4.354,0,Multiple Molecules - Open Babel Depiction                        O O H H H H H H,mol-25065,122.121,1.314,-3.402,4.354,-0.362,3.684,-1.032,Cs
H12 C9 O3,O(C)c1cc(OC)cc(c1)OC,-0.821,4.354,0,Multiple Molecules - Open Babel Depiction                                O O O H H H H H H H H H H H H,mol-25290,56.063,1.314,-3.861,4.354,-0.821,3.684,-1.491,Cs
H36 C21 O5,CC(C)(C)c1cc(c(c(c1)OCOCCOC)C(C)(C)C)OCCOC,-1.107,4.354,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85228,368.508,1.314,-4.147,4.354,-1.107,3.684,-1.777,C1
